,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility,uri
2971,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29k4qq6s,83.0584,ark:/28722/k29k4qq6s,early bce/ce: -2850.0 | late bce/ce: -2550.0 | updated: 2021-06-26T11:52:36Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 16']",,,[],Not Provided,Early Bronze Age Numayra,http://opencontext.org/projects/685a86a5-ed68-4f92-8c50-d2dfb8f20995,Not Provided,"['creator: Meredith S. Chesson', 'creator: R. Thomas Schaub', 'creator:  Walter E. Rast']",2019-10-05T00:00:00Z,,,,31.13142,35.52837,"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 16']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6f63c40d-3070-4041-9d70-117576751041
2972,../../iSamplesSchemaBasic0.2.json,metadata/28722/k26402r4g,Obj 4004114901,ark:/28722/k26402r4g,early bce/ce: -31.0 | late bce/ce: 700.0 | updated: 2021-07-02T22:46:53Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T07:42:45Z,,,,37.892013,22.948051,"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/85828d93-8bb3-44c0-af03-93e6a3fa6806
2973,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2xd16259,Fish F10195,ark:/28722/k2xd16259,early bce/ce: 650.0 | late bce/ce: 950.0 | updated: 2021-06-23T07:44:13Z | Has anatomical identification: caudal vertebra,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Gadidae'],"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 33']",,,[],Not Provided,The Čḯxʷicən Fishbone Project,http://opencontext.org/projects/fde9a92e-9748-47a5-a8e3-7f95c486e1a0,Not Provided,"['creator: Virginia L Butler', 'creator: Kristine M Bovy', 'creator: Sarah K Campbell', 'creator: Michael A Etnier', 'creator: Sarah L Sterling', 'collector: Virginia L Butler', 'collector: Anthony R Hofkamp', 'collector: Kathyrn A Mohlenhoff', 'collector: Reno Nims', 'collector: Patrick Rennaker', 'collector: J Shoshana Rosenberg', 'collector: Laura M Syvertston']",2020-12-13T23:16:23Z,,,,48.13149,-123.46283,"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 33']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/263b495e-e3d2-40ab-86a7-5d3e4c27b05b
2974,../../iSamplesSchemaBasic0.2.json,metadata/28722/k21n80k80,Bone 655,ark:/28722/k21n80k80,early bce/ce: -6000.0 | late bce/ce: -5660.0 | updated: 2020-03-28T14:55:42Z | Has anatomical identification: humerus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Ulucak', 'Level IVb']",,,[],Not Provided,Zooarchaeology of Neolithic Ulucak,http://opencontext.org/projects/99BDB878-6411-44F8-2D7B-A99384A6CA21,Not Provided,"['creator: Canan Çakırlar', 'collector: Canan Çakırlar']",2013-08-11T00:00:00Z,,,,38.46,27.35,"['Turkey', 'Ulucak', 'Level IVb']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/D9CA355B-CDDB-4661-D205-09EEA62A98AD
2975,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2z60c98t,16896.F477,ark:/28722/k2z60c98t,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:55:03Z | Has anatomical identification: femur,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16896']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Nerissa Russell', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16896']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/702183A9-0BDB-4380-2969-35D34D784FA4
2976,../../iSamplesSchemaBasic0.2.json,metadata/28722/k21j9dz3t,Bone 4042,ark:/28722/k21j9dz3t,early bce/ce: -1100.0 | late bce/ce: -650.0 | updated: 2020-03-28T01:37:22Z | Has anatomical identification: mandible,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Israel', 'Hazor', 'Area A4', 'Locus 8286', 'Basket 52016']",,,[],Not Provided,Hazor: Zooarchaeology,http://opencontext.org/projects/HazorZooPRJ0000000010,Not Provided,['creator: Justin Lev-Tov'],2006-05-12T00:00:00Z,,,,32.9792,35.5433,"['Israel', 'Hazor', 'Area A4', 'Locus 8286', 'Basket 52016']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/HazorZooSPA0000011819
2977,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2hh6wh82,Reg. 43060,ark:/28722/k2hh6wh82,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:31:19Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:20:52Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/a7cb2142-4df9-4469-8ed2-e995020ad9ca
2978,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2154k27g,Bone G1317-262,ark:/28722/k2154k27g,early bce/ce: -17850.0 | late bce/ce: -17050.0 | updated: 2020-03-28T05:52:24Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Capra aegagrus'],"['Turkey', 'Karain B Cave', 'PI.1', 'Square G13']",,,[],Not Provided,Zooarchaeology of Karain Cave B,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Not Provided,"['creator: Levent Atici', 'collector: Levent Atici']",2013-02-25T00:00:00Z,,,,37.077589,30.5708,"['Turkey', 'Karain B Cave', 'PI.1', 'Square G13']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/DC335781-E9C3-4E58-82DA-439520B43130
2979,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29w0t99p,Reg. 43252,ark:/28722/k29w0t99p,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:28:16Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:51:48Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/ba756f55-abba-4b0a-ab8d-549582c1f42a
2980,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2rf5s175,Bone 51016,ark:/28722/k2rf5s175,early bce/ce: -2400.0 | late bce/ce: -1600.0 | updated: 2020-03-28T04:37:10Z | Has anatomical identification: humerus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Iran', 'Malyan', 'Stratum 7', 'Unit 208061']",,,[],Not Provided,Tal-e Malyan Zooarchaeology,http://opencontext.org/projects/D6B25EC9-2884-4E3C-00E8-0C5A6472FA63,Not Provided,"['creator: Melinda A. Zeder', 'collector: Melinda A. Zeder']",2011-06-18T00:00:00Z,,,,30.0116,52.4086,"['Iran', 'Malyan', 'Stratum 7', 'Unit 208061']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/D6E31E48-C0F4-4D60-510F-4C97668FE6A3
2981,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2x63j216,DT 0777,ark:/28722/k2x63j216,early bce/ce: -6500.0 | late bce/ce: -5500.0 | updated: 2021-06-24T22:53:26Z | Has anatomical identification: tooth of upper jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sus scrofa'],"['Turkey', 'Domuztepe', 'II', 'Lot 869']",,,[],Not Provided,Domuztepe Excavations,http://opencontext.org/projects/3,Not Provided,"['creator: Stuart Campbell', 'creator: Elizabeth Carter', 'collector: Sarah Whitcher Kansa']",2006-02-28T00:00:00Z,,,,37.322559,37.034902,"['Turkey', 'Domuztepe', 'II', 'Lot 869']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/7780_DT_Spatial
2982,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2fq9xp1x,57574 (4),http://n2t.net/ark:/28722/k2fq9xp1x,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T17:33:14Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 57', 'Locus 17', 'Seq. 57574']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 57', 'Locus 17', 'Seq. 57574']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/B032D799-9C67-48A0-C983-70FC4C25CC70
2983,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2mc8z399,Bone 9899,ark:/28722/k2mc8z399,early bce/ce: -1600.0 | late bce/ce: -900.0 | updated: 2020-03-28T04:18:02Z | Has anatomical identification: innominate bone,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Iran', 'Malyan', 'Stratum 5', 'Unit 301069']",,,[],Not Provided,Tal-e Malyan Zooarchaeology,http://opencontext.org/projects/D6B25EC9-2884-4E3C-00E8-0C5A6472FA63,Not Provided,"['creator: Melinda A. Zeder', 'collector: Melinda A. Zeder']",2011-06-18T00:00:00Z,,,,30.0116,52.4086,"['Iran', 'Malyan', 'Stratum 5', 'Unit 301069']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/BCD54A11-9832-476B-5B54-6983E99AF0DA
2984,../../iSamplesSchemaBasic0.2.json,metadata/28722/k27p9c36w,Reg. 13435,ark:/28722/k27p9c36w,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:04:24Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:N15']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:00:13Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:N15']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/db8ce2c9-adf4-4cec-a188-8eaee4cc2918
2985,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2b28505x,Fish F342,ark:/28722/k2b28505x,early bce/ce: 1400.0 | late bce/ce: 1650.0 | updated: 2021-06-23T10:52:03Z | Has anatomical identification: vertebra,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 2']",,,[],Not Provided,The Čḯxʷicən Fishbone Project,http://opencontext.org/projects/fde9a92e-9748-47a5-a8e3-7f95c486e1a0,Not Provided,"['creator: Virginia L Butler', 'creator: Kristine M Bovy', 'creator: Sarah K Campbell', 'creator: Michael A Etnier', 'creator: Sarah L Sterling', 'collector: Virginia L Butler', 'collector: Anthony R Hofkamp', 'collector: Kathyrn A Mohlenhoff', 'collector: Reno Nims', 'collector: Patrick Rennaker', 'collector: J Shoshana Rosenberg', 'collector: Laura M Syvertston']",2020-12-13T22:49:51Z,,,,48.13149,-123.46283,"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 2']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/9c6ece8a-9a52-4988-92d1-9d9cbb2c566e
2986,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2st7mk4p,Bone 10693,ark:/28722/k2st7mk4p,early bce/ce: -2400.0 | late bce/ce: -1600.0 | updated: 2020-03-28T04:20:19Z | Has anatomical identification: calcareous tooth,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Iran', 'Malyan', 'Stratum 9', 'Unit 601059']",,,[],Not Provided,Tal-e Malyan Zooarchaeology,http://opencontext.org/projects/D6B25EC9-2884-4E3C-00E8-0C5A6472FA63,Not Provided,"['creator: Melinda A. Zeder', 'collector: Melinda A. Zeder']",2011-06-18T00:00:00Z,,,,30.0116,52.4086,"['Iran', 'Malyan', 'Stratum 9', 'Unit 601059']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/D5CF28D9-B3A0-44AF-576A-6BF541CAE36C
2987,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2959mv82,DT99-4361-3,http://n2t.net/ark:/28722/k2959mv82,early bce/ce: -6500.0 | late bce/ce: -5500.0 | updated: 2017-02-11T14:12:11Z,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Turkey', 'Domuztepe', 'I', 'Lot 2693', 'DT99-4361']",,,[],Not Provided,Domuztepe Excavations,http://opencontext.org/projects/3,Not Provided,"['creator: Stuart Campbell', 'creator: Elizabeth Carter']",2006-02-28T00:00:00Z,,,,37.322559,37.034902,"['Turkey', 'Domuztepe', 'I', 'Lot 2693', 'DT99-4361']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/11884_DT_Spatial
2988,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2pc37141,Sp. Find 94,ark:/28722/k2pc37141,early bce/ce: -900.0 | late bce/ce: 300.0 | updated: 2020-12-17T22:24:32Z | Has type: whetstones | Temporal coverage: Roman Republican | Temporal coverage: Roman Imperial,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Italy', 'Gabii', 'Area B', 'Unit 1016']",,,[],Not Provided,The Gabii Project,http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd,Not Provided,"['creator: Rachel Opitz', 'creator: Marcello Mogetta', 'creator: Nicola Terrenato']",2017-06-04T23:20:59Z,,,,41.887809,12.719616,"['Italy', 'Gabii', 'Area B', 'Unit 1016']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/2b5f38a1-8197-418b-9e23-8fed27eef1fe
2989,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2hd7vq57,Bone 3/2 (15527),ark:/28722/k2hd7vq57,early bce/ce: 1001.0 | late bce/ce: 1100.0 | updated: 2020-03-28T03:23:44Z,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Germany', 'Emden', 'Schulstraße', 'Phase 3a']",,,[],Not Provided,Zooarchaeology of Medieval Emden,http://opencontext.org/projects/B7047162-6906-4A5E-13C0-B5B86A108510,Not Provided,"['creator: Jessica Grimm', 'collector: Jessica Grimm']",2010-10-30T00:00:00Z,,,,53.365588,7.203392,"['Germany', 'Emden', 'Schulstraße', 'Phase 3a']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/7EBED6D9-4009-42A2-FEDC-583DB44A3113
2990,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29c6vd9j,11874.F153,ark:/28722/k29c6vd9j,early bce/ce: -7400.0 | late bce/ce: -6000.0 | updated: 2020-03-28T10:42:04Z | Has anatomical identification: humerus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area IST', 'Unit 11874']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Hijlke Buitenhuis']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area IST', 'Unit 11874']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/B493CB47-7A44-4247-7B57-2DB484D68031
2991,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2nz83g2p,16260.F216,ark:/28722/k2nz83g2p,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T11:31:38Z | Has anatomical identification: mandible,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Arzu Demirergi', 'collector: Claire Christensen', 'collector: Katheryn Twiss', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/29028DC0-8574-4A59-7D89-468643FAE6DD
2992,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2hh6js0n,Bone 10238,ark:/28722/k2hh6js0n,early bce/ce: -1600.0 | late bce/ce: -900.0 | updated: 2020-03-28T04:19:03Z | Has anatomical identification: proximal phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Iran', 'Malyan', 'Stratum 5', 'Unit 301083']",,,[],Not Provided,Tal-e Malyan Zooarchaeology,http://opencontext.org/projects/D6B25EC9-2884-4E3C-00E8-0C5A6472FA63,Not Provided,"['creator: Melinda A. Zeder', 'collector: Melinda A. Zeder']",2011-06-18T00:00:00Z,,,,30.0116,52.4086,"['Iran', 'Malyan', 'Stratum 5', 'Unit 301083']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/3EC6542B-46CB-47A5-CF73-5603306768B1
2993,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2s75bp24,Bone 1795,ark:/28722/k2s75bp24,early bce/ce: -6500.0 | late bce/ce: -6000.0 | updated: 2020-03-28T06:16:07Z | Has anatomical identification: humerus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos taurus'],"['Turkey', 'Barcın Höyük', 'Trench L13', 'Phase VID']",,,[],Not Provided,Barçın Höyük Zooarchaeology,http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E,Not Provided,"['creator: Alfred Galik', 'collector: Alfred Galik']",2013-02-25T00:00:00Z,,,,40.267036,29.602058,"['Turkey', 'Barcın Höyük', 'Trench L13', 'Phase VID']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/82861942-2642-407C-B53F-3C24BCE4B66D
2994,../../iSamplesSchemaBasic0.2.json,metadata/28722/k23f4r13j,Bone G1218-658,ark:/28722/k23f4r13j,early bce/ce: -17850.0 | late bce/ce: -17050.0 | updated: 2020-03-28T05:51:15Z | Has anatomical identification: femur,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",,,[],Not Provided,Zooarchaeology of Karain Cave B,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Not Provided,"['creator: Levent Atici', 'collector: Levent Atici']",2013-02-25T00:00:00Z,,,,37.077589,30.5708,"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/DCBFE705-9A7B-4FEE-8136-3F4B318A3FC1
2995,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2571gw88,44057 (12),http://n2t.net/ark:/28722/k2571gw88,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-10T22:04:04Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 44', 'Locus 6', 'Seq. 44057']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 44', 'Locus 6', 'Seq. 44057']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/0808C6DB-5909-442F-73F2-F6FE077A99C8
2996,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2mc8tg9k,Bone 747,ark:/28722/k2mc8tg9k,early bce/ce: -6000.0 | late bce/ce: -5660.0 | updated: 2020-03-28T14:55:53Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Ulucak', 'Level IVb']",,,[],Not Provided,Zooarchaeology of Neolithic Ulucak,http://opencontext.org/projects/99BDB878-6411-44F8-2D7B-A99384A6CA21,Not Provided,"['creator: Canan Çakırlar', 'collector: Canan Çakırlar']",2013-08-11T00:00:00Z,,,,38.46,27.35,"['Turkey', 'Ulucak', 'Level IVb']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/0C6BA983-B282-433A-F3A2-74A3092BFA03
2997,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29z9hq22,Reg. 42687,ark:/28722/k29z9hq22,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:38:08Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:r14']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:48:07Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:r14']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/893a393c-f908-49f5-9ecb-e701df32ee19
2998,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2n01hh6q,Reg. 12690,ark:/28722/k2n01hh6q,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:17:53Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:25:36Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/fe4a786e-00bb-4155-9703-275161cf8970
2999,../../iSamplesSchemaBasic0.2.json,metadata/28722/k20z7k48m,Bone PI1-15809,ark:/28722/k20z7k48m,early bce/ce: -750.0 | late bce/ce: 100.0 | updated: 2021-06-26T21:33:23Z | Has anatomical identification: tooth of lower jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sylvilagus'],"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 64']",,,[],Not Provided,Northern Highland Archaeofaunas of Ecuador,http://opencontext.org/projects/59157336-e1df-4d14-9cc9-f046bc429230,Not Provided,['creator: Peter W Stahl'],2020-06-27T01:20:26Z,,,,0.14322,-78.055418,"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 64']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/5f0f968a-0cdd-45bc-8d3c-d10d25bc63fc
3000,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2db82x4p,Bone 3/1 (11230),ark:/28722/k2db82x4p,early bce/ce: 850.0 | late bce/ce: 925.0 | updated: 2020-03-28T03:22:30Z,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos taurus'],"['Germany', 'Emden', 'Schulstraße', 'Phase 2']",,,[],Not Provided,Zooarchaeology of Medieval Emden,http://opencontext.org/projects/B7047162-6906-4A5E-13C0-B5B86A108510,Not Provided,"['creator: Jessica Grimm', 'collector: Jessica Grimm']",2010-10-30T00:00:00Z,,,,53.365588,7.203392,"['Germany', 'Emden', 'Schulstraße', 'Phase 2']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6F3F3327-3AB7-42B9-BFFA-5F8FBCA0CB20
3001,../../iSamplesSchemaBasic0.2.json,metadata/28722/k27h1h65n,8354.F84,ark:/28722/k27h1h65n,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T09:44:37Z | Has anatomical identification: middle phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area Bach', 'Unit 8354']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Çatalhöyük Zooarchaeology', 'collector: Lisa Yeomans']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area Bach', 'Unit 8354']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/7D769228-F691-406D-4BDF-83BE7E264093
