,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility
395,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEDAI007U,BAD7/7,igsn:IEDAI007U,Not Provided,['Not Provided'],['Sediment'],['Other solid object'],Not Provided,['Individual Sample'],Sam Kodama,,[],,Coring,Coring,Not Provided,"['Prof. H. Brückner,,Collector', 'Isabel A. Hohle,,Sample Owner']",2015-09-03,Not Provided,Not Provided,Not Provided,0.0,0.0,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
396,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON02N6Q,FSH.LIRO.01.20180921.1.0001.DNA [ 752048 ],igsn:NEON02N6Q,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Edward Gilbert,,[],,Manual,Manual. Individual fish fin clip sent to facility for DNA barcoding,Not Provided,"['Edward Gilbert,,Sample Owner']",2018-09-21,Not Provided,Not Provided,496.0 m,46.0008,-89.704,"['Wisconsin', 'Vilas']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
397,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP012WQB,Section 25-242*-6R-1,igsn:ODP012WQB,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 25,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2275.0 m,-15.8442,41.8205,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
398,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01FGTY,SubSection 150-903D-8R-1-1C (0-150 cm.),igsn:ODP01FGTY,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 150. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-441.3 m,38.9383,-72.8174,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
399,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB0079EM,NMNH 117693-400 (PET),igsn:NHB0079EM,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Volcano,"['Adam Mansur,,Sample Owner']",2015-08-07 11:35:37,"Matched to the GeoNames record for O'ahu, Honolulu Co., Hawaii, United States (http://geonames.org/5851609) based on island name, state/province, and country using the situate.py script. Other place names mentioned in the EMu record (Koolau and Salt Lake Crater) could not be matched and were ignored when determining the coordinates given here. Bounding box coordinates were rounded to 2 decimal places from the values given by GeoNames. The error radius represents the center-to-corner distance of the bounding box.",Not Provided,Not Provided,21.43,-157.97,"['Koolau', 'Hawaii']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
400,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP018T73,Section Half 94-610*-25X-1-A,igsn:ODP018T73,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 94,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,Not Provided,53.2215,-18.8868,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
401,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ARF000AW6,ELT45-049 PC _Archive,igsn:ARF000AW6,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Half Round'],Charlotte Sjunneskog,,[],,Coring>PistonCorer,cruiseFieldPrgrm:ELT45. Coring>PistonCorer,Not Provided,"['Charlotte Sjunneskog,,Sample Owner']",1970,Not Provided,Not Provided,-4234.0 m,-61.352,113.748,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
402,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01936Y,SubSection 96-619*-18H-1-1C (0-150 cm.),igsn:ODP01936Y,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 96. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2259.0 m,27.1935,-91.409,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
403,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01GSNM,SubSection 159-959A-24X-2-1C (0-150 cm.),igsn:ODP01GSNM,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 159. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2090.7 m,3.6277,-2.7352,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
404,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01EGFD,Section Half 142-864A-4Z-1-W,igsn:ODP01EGFD,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 142,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2571.2 m,9.5142,-104.244,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
405,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01AN8V,Section 114-700B-7R-8,igsn:ODP01AN8V,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 114,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-3601.0 m,-51.533,-30.2781,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
406,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON00LP4,BLAN_011.20160929.IB.01 [ 247146 ],igsn:NEON00LP4,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Edward Gilbert,,[],,Manual,Manual. Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility,Not Provided,"['Edward Gilbert,,Sample Owner']",2016-09-29,Not Provided,Not Provided,142.0 m,39.0872,-77.974,"['Virginia', 'Clarke']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
407,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON03D0W,NEON.BET.D06.001580 [ 748203 ],igsn:NEON03D0W,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Andrew Johnston,,[],,Manual,Manual. Sample taken from a Carabid leg for genetic barcoding,Not Provided,"['Edward Gilbert,,Sample Owner']",2016-04-26,Not Provided,Not Provided,Not Provided,0.0,0.0,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
408,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP012KCV,SubSection 22-215*-18R-1-1C (0-150 cm.),igsn:ODP012KCV,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 22. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-5309.0 m,-8.1217,86.7917,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
409,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP0173VH,Section 75-530B-11H-1,igsn:ODP0173VH,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 75,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4629.0 m,-19.1877,9.3862,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
410,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01EZW9,Section Half 146-888B-10H-8-W,igsn:ODP01EZW9,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 146,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2516.3 m,48.1668,-126.6632,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
411,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/MGD0007FP,j405-hfs-15,igsn:MGD0007FP,Not Provided,['Not Provided'],['Water'],['Other solid object'],Not Provided,['Individual Sample'],Robert Arko,,[],,Sampler:Fluid:GasTight:IGT,"cruiseFieldPrgrm:TN232. launchPlatformName:Jason II. Sampler:Fluid:GasTight:IGT. launch type:ROV, navigation type:DVL",Volcano,"['Butterfield_David; Bolton_Sheryl; Evans_Leigh,,Collector', 'Robert Arko,,Sample Owner']",2009-04-11,Not Provided,Not Provided,-521.41 m,14.6008,144.7755,"['IBM:Mariana:NW_Rota-1', 'Not Applicable', 'Not Applicable', 'Not Applicable']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
412,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEAVO043G,98WPS-04,igsn:IEAVO043G,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Sam Kodama,,[],,Not Provided,"Fairly dark, likely basaltic andesite.  Moderately plag. phyric with minor olivine. On low cone on SE side, S. of '92 flow.  Series of small cones trending ~E/W",volcano,"['Peter Stelling,,Collector', 'Cheryl Cameron,,Sample Owner']",1998-01-01,Not Provided,Not Provided,Not Provided,54.4968,-164.4468,"['VNum: 311340', 'Alaska']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
413,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01CI49,Section Half 127-794A-25X-6-W,igsn:ODP01CI49,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 127,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2811.0 m,40.19,138.231,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
414,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG08GZ,S04491,igsn:IEBEG08GZ,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Core'],Aaron Averett,,[],,Coring,Coring. This is a sample of type SLABBED CORE from an oil or gas well.,Oil or Gas Field,"['TIGER,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 11:42:24,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Montana', 'POWDER RIVER, MT']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
415,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/GEG001205,XOM-AOS-5,igsn:GEG001205,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Grab'],George Gehrels,,[],,Grab,Grab. sandstone,Not Provided,"['Mike Blum,,Collector', 'George Gehrels,,Sample Owner']",2015-04-21 04:18:25,Not Provided,Not Provided,Not Provided,57.5717,-110.584,['Alberta'],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
416,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON03LW2,NEON.BET.D10.009190 [ 803372 ],igsn:NEON03LW2,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Andrew Johnston,,[],,Manual,Manual. Individual Carabid identified and pinned,Not Provided,"['Edward Gilbert,,Sample Owner']",2018-09-20,Not Provided,Not Provided,1356.0 m,40.4764,-103.0119,"['Colorado', 'Logan']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
417,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB004LWD,NMNH 88250-77 (PET),igsn:NHB004LWD,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Adam Mansur,,Sample Owner']",2015-07-27 12:56:36,"Matched to the GeoNames record for Flathead Reservation, Lake Co., Montana, United States (http://geonames.org/5652370) based on feature name, state/province, and country using the situate.py script. Point coordinates were rounded to 2 decimal places from the values given by GeoNames. An arbitrary error radius of 100 km was assigned to all featureCode=ADMD records matched using the script.",Not Provided,Not Provided,47.5,-114.28,"['Montana', 'Flathead Indian Reservation']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
418,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG0LUD,R37135,igsn:IEBEG0LUD,Not Provided,['Earth interior'],['Rock'],['Aggregation'],Not Provided,['Cuttings'],Aaron Averett,,[],,Coring,"Coring. This is a sample of type CUTTINGS from an oil or gas well, API number 423550468200.",Not Provided,"['PUENTICITAS OIL CO.,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 03:32:29,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Texas', 'NUECES']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
419,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB002HRE,NMNH C7175-00 (MIN),igsn:NHB002HRE,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-05-28 01:41:55,"Matched to Mindat locality record for Sa Dena Hes Mine, Watson Lake, Watson Lake mining district, Yukon, Canada. Data manager assigned an arbitrary error radius of 1 km. URL: https://www.mindat.org/loc-627.html.",Not Provided,Not Provided,60.5178,-128.877,"['Sa Dena Hess Mine', 'Yukon']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
420,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEDRM00A2,80821-4,igsn:IEDRM00A2,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Tak Kunihiro,,[],,Not Provided,,Not Provided,"['Tak Kunihiro,,Sample Owner']",2016-02-16 05:29:42,Not Provided,Not Provided,Not Provided,0.0,0.0,['Northwestern Kyushu'],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
421,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP012CGD,SubSection 19-190*-12R-1-1C (0-100 cm.),igsn:ODP012CGD,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 19. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-3875.0 m,55.5592,171.6403,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
422,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/HRV001EJ8,102709,igsn:HRV001EJ8,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Carl Francis,,[],,Manual,Manual. Mineral Group: Meta-Autunite;   ,Not Provided,"['Carl Francis,,Sample Owner']",2007-02-03 12:00:00,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Guarda', 'Guarda']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
423,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB007CHA,NMNH 117758-30 (PET),igsn:NHB007CHA,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Muffler, L. J.,,Collector', 'Adam Mansur,,Sample Owner']",2015-08-08 01:29:48,Not Provided,Not Provided,Not Provided,0.0,0.0,['Nevada'],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
424,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/JAB00007Q,KM010-C-z2,igsn:JAB00007Q,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Julie Bowles,,[],,Coring>DrillCorer>HandHeldCorer,Coring>DrillCorer>HandHeldCorer. paleomagnetic core,Not Provided,"['Julie Bowles,,Sample Owner']",2010-07,Not Provided,Not Provided,Not Provided,58.2416,-155.2855,['Alaska'],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
425,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG1GFY,R57534,igsn:IEBEG1GFY,Not Provided,['Earth interior'],['Rock'],['Aggregation'],Not Provided,['Cuttings'],Aaron Averett,,[],,Coring,Coring. This is a sample of type CUTTINGS from an oil or gas well.,Not Provided,"['SUPERIOR,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-11 11:51:23,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Louisiana', 'TERREBONNE, LA']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
426,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG0CTG,B00174,igsn:IEBEG0CTG,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Core'],Aaron Averett,,[],,Coring,"Coring. This is a sample of type CORE CHIPS from an oil or gas well, API number 422950009800.",Oil or Gas Field,"['SUN OIL CO.,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 11:49:56,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Texas', 'LIPSCOMB']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
427,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01D7TU,SubSection 133-812A-12X-7-1C (0-15 cm.),igsn:ODP01D7TU,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 133. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-461.6 m,-17.814,149.6052,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
428,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01DKCE,SubSection 133-824B-2H-7-1C (0-88 cm.),igsn:ODP01DKCE,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 133. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-1001.9 m,-16.445,147.762,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
429,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01GJ3I,SubSection 156-948C-2X-5-1C (0-150 cm.),igsn:ODP01GJ3I,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 156. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4931.5 m,15.5261,-58.7322,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
430,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/APB00004C,2H2,igsn:APB00004C,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Andrew Barth,,[],,hand sample,hand sample. navigation type:Not Applicable,Not Provided,"['G. Haxel,,Collector', 'Andrew Barth,,Sample Owner']",2017-12-01 09:23:15,Not Provided,Not Provided,Not Provided,31.467,-111.583,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
431,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/HRV001US3,113030,igsn:HRV001US3,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Carl Francis,,[],,Manual,Manual. Variety: voltzite;   ,Not Provided,"['Carl Francis,,Sample Owner']",2007-02-03 12:00:00,Not Provided,Not Provided,Not Provided,0.0,0.0,"['New Jersey', 'Ogdensburg', 'Ogdensburg']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
432,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01GU5K,Section Half 159-959B-4H-5-A,igsn:ODP01GU5K,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 159,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2091.2 m,3.6276,-2.7356,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
433,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB003TIX,NMNH 28903 (PET),igsn:NHB003TIX,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Cooper,,Collector', 'Adam Mansur,,Sample Owner']",2015-05-31 08:38:26,"Matched to the GeoNames record for Yellowstone National Park, Park Co., Wyoming, United States (http://geonames.org/5843642) based on feature name, state/province, and country using the situate.py script. This was the most specific match possible based on information available in this record. Point coordinates were rounded to 2 decimal places from the values given by GeoNames. An arbitrary error radius of 50 km was assigned to all featureCode=PRK records matched using the script.",Not Provided,Not Provided,44.43,-110.59,['Wyoming'],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
434,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB004QMI,NMNH 91233-2 (PET),igsn:NHB004QMI,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-07-27 06:09:11,"Mapped coordinates and uncertainty for the locality string ""2.5 mi E of Pazna"" in Bolivia using the situate.py script based on coordinates given by GeoNames. Another place name mentioned in the EMu record (Aricaya Mine) could not be matched and was ignored when determining the coordinates given here. Point coordinates were rounded to 2 decimal places from the calculated values.",Not Provided,Not Provided,-18.6,-66.88,"['Aricaya Mine', 'Pazna']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
435,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB004YOO,NMNH 97863-2 (PET),igsn:NHB004YOO,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-07-28 04:37:51,"Mapped coordinates and uncertainty for the locality string ""75 mi SE of La Paz"" in La Paz Dept, Bolivia using the situate.py script based on coordinates given by GeoNames. Other place names mentioned in the EMu record (Enrique Vein and Quine District) could not be matched and were ignored when determining the coordinates given here. Point coordinates were rounded to 2 decimal places from the calculated values.",Not Provided,Not Provided,-13.74,-66.23,"['Enrique Vein', 'La Paz Dept', 'La Paz']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
436,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG06R5,S07471,igsn:IEBEG06R5,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Core'],Aaron Averett,,[],,Coring,Coring. This is a sample of type SLABBED CORE from an oil or gas well.,Oil or Gas Field,"['SHELL OIL CO.,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 11:39:45,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Missouri', 'VERNON, MO']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
437,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ARF000HMD,NBP15-02B 013a KC-Archive,igsn:ARF000HMD,Not Provided,['Not Provided'],['Sediment'],['Other solid object'],Not Provided,['Core Half Round'],Charlotte Sjunneskog,,[],,Coring>KastenCorer,cruiseFieldPrgrm:NBP15-02B. Coring>KastenCorer,Not Provided,"['Bart, Philip,,Collector', 'Charlotte Sjunneskog,,Sample Owner']",2015,Not Provided,Not Provided,-526.0 m,-77.262,-167.5915,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
438,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON03DEX,KONZ.20200618.R4599.B [ 795345 ],igsn:NEON03DEX,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Andrew Johnston,,[],,Manual,Manual. Blood sample collected from a small mammal for pathogen analyses,Not Provided,"['Edward Gilbert,,Sample Owner']",2020-06-18,Not Provided,Not Provided,409.0 m,39.0701,-96.5888,"['Kansas', 'Riley']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
